region,year,disease,num_cases,risk_score_avg,count_workers,state,weather_temp_avg,weather_prcp_avg
EAST,2016,Cryptosporidiosis,2685,2.56382978723404,194,Virginia,53.8333293269231,42.9111807238038
EAST,2016,Cryptosporidiosis,2685,2.56382978723404,194,West Virginia,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Connecticut,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Delaware,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Kentucky,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Maine,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Maryland,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Massachusetts,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,New Hampshire,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,New Jersey,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,New York,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,North Carolina,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Pennsylvania,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Rhode Island,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Tennessee,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Vermont,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,Virginia,53.8333293269231,42.9111807238038
EAST,2016,Lyme,30083,2.56382978723404,194,West Virginia,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Connecticut,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Delaware,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Kentucky,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Maine,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Maryland,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Massachusetts,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,New Hampshire,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,New Jersey,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,New York,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,North Carolina,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Pennsylvania,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Rhode Island,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Tennessee,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Vermont,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,Virginia,53.8333293269231,42.9111807238038
EAST,2016,Dengue,290,2.56382978723404,194,West Virginia,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Connecticut,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Delaware,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Kentucky,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Maine,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Maryland,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Massachusetts,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,New Hampshire,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,New Jersey,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,New York,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,North Carolina,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Pennsylvania,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Rhode Island,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Tennessee,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Vermont,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,Virginia,53.8333293269231,42.9111807238038
EAST,2016,Malaria,979,2.56382978723404,194,West Virginia,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Connecticut,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Delaware,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Kentucky,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Maine,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Maryland,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Massachusetts,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,New Hampshire,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,New Jersey,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,New York,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,North Carolina,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Pennsylvania,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Rhode Island,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Tennessee,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Vermont,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,Virginia,53.8333293269231,42.9111807238038
EAST,2016,Cyclosporiasis,184,2.56382978723404,194,West Virginia,53.8333293269231,42.9111807238038
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Illinois,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Indiana,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Iowa,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Kansas,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Michigan,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Minnesota,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Missouri,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Nebraska,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,North Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Ohio,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,South Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Campylobacteriosis,14268,2.04265402843602,213,Wisconsin,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Illinois,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Indiana,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Iowa,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Kansas,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Michigan,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Minnesota,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Missouri,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Nebraska,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,North Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Ohio,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,South Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Cryptosporidiosis,6020,2.04265402843602,213,Wisconsin,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Illinois,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Indiana,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Iowa,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Kansas,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Michigan,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Minnesota,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Missouri,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Nebraska,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,North Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Ohio,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,South Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Lyme,5529,2.04265402843602,213,Wisconsin,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Illinois,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Indiana,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Iowa,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Kansas,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Michigan,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Minnesota,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Missouri,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Nebraska,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,North Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Ohio,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,South Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Dengue,128,2.04265402843602,213,Wisconsin,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Illinois,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Indiana,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Iowa,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Kansas,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Michigan,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Minnesota,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Missouri,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Nebraska,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,North Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Ohio,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,South Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Malaria,340,2.04265402843602,213,Wisconsin,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Illinois,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Indiana,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Iowa,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Kansas,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Michigan,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Minnesota,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Missouri,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Nebraska,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,North Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Ohio,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,South Dakota,50.9944923857868,34.5068314747459
MIDWEST,2016,Cyclosporiasis,104,2.04265402843602,213,Wisconsin,50.9944923857868,34.5068314747459
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,Alabama,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,Arkansas,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,Florida,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,Georgia,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,Louisiana,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,Mississippi,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Campylobacteriosis,6696,2.36912751677852,152,South Carolina,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,Alabama,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,Arkansas,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,Florida,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,Georgia,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,Louisiana,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,Mississippi,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cryptosporidiosis,1643,2.36912751677852,152,South Carolina,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,Alabama,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,Arkansas,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,Florida,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,Georgia,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,Louisiana,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,Mississippi,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Lyme,319,2.36912751677852,152,South Carolina,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,Alabama,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,Arkansas,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,Florida,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,Georgia,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,Louisiana,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,Mississippi,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Dengue,106,2.36912751677852,152,South Carolina,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,Alabama,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,Arkansas,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,Florida,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,Georgia,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,Louisiana,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,Mississippi,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Malaria,168,2.36912751677852,152,South Carolina,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,Alabama,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,Arkansas,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,Florida,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,Georgia,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,Louisiana,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,Mississippi,67.0874901960784,50.7908839826394
SOUTHEAST,2016,Cyclosporiasis,57,2.36912751677852,152,South Carolina,67.0874901960784,50.7908839826394
SOUTHWEST,2016,Campylobacteriosis,7598,2.40350877192982,116,Arizona,63.106987394958,27.5203880764904
SOUTHWEST,2016,Campylobacteriosis,7598,2.40350877192982,116,New Mexico,63.106987394958,27.5203880764904
SOUTHWEST,2016,Campylobacteriosis,7598,2.40350877192982,116,Oklahoma,63.106987394958,27.5203880764904
SOUTHWEST,2016,Campylobacteriosis,7598,2.40350877192982,116,Texas,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cryptosporidiosis,1581,2.40350877192982,116,Arizona,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cryptosporidiosis,1581,2.40350877192982,116,New Mexico,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cryptosporidiosis,1581,2.40350877192982,116,Oklahoma,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cryptosporidiosis,1581,2.40350877192982,116,Texas,63.106987394958,27.5203880764904
SOUTHWEST,2016,Lyme,85,2.40350877192982,116,Arizona,63.106987394958,27.5203880764904
SOUTHWEST,2016,Lyme,85,2.40350877192982,116,New Mexico,63.106987394958,27.5203880764904
SOUTHWEST,2016,Lyme,85,2.40350877192982,116,Oklahoma,63.106987394958,27.5203880764904
SOUTHWEST,2016,Lyme,85,2.40350877192982,116,Texas,63.106987394958,27.5203880764904
SOUTHWEST,2016,Dengue,65,2.40350877192982,116,Arizona,63.106987394958,27.5203880764904
SOUTHWEST,2016,Dengue,65,2.40350877192982,116,New Mexico,63.106987394958,27.5203880764904
SOUTHWEST,2016,Dengue,65,2.40350877192982,116,Oklahoma,63.106987394958,27.5203880764904
SOUTHWEST,2016,Dengue,65,2.40350877192982,116,Texas,63.106987394958,27.5203880764904
SOUTHWEST,2016,Malaria,206,2.40350877192982,116,Arizona,63.106987394958,27.5203880764904
SOUTHWEST,2016,Malaria,206,2.40350877192982,116,New Mexico,63.106987394958,27.5203880764904
SOUTHWEST,2016,Malaria,206,2.40350877192982,116,Oklahoma,63.106987394958,27.5203880764904
SOUTHWEST,2016,Malaria,206,2.40350877192982,116,Texas,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cyclosporiasis,153,2.40350877192982,116,Arizona,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cyclosporiasis,153,2.40350877192982,116,New Mexico,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cyclosporiasis,153,2.40350877192982,116,Oklahoma,63.106987394958,27.5203880764904
SOUTHWEST,2016,Cyclosporiasis,153,2.40350877192982,116,Texas,63.106987394958,27.5203880764904
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Colorado,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Idaho,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Montana,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Nevada,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Oregon,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Utah,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Washington,45.4692368236121,31.448235124861
NORTHWEST,2016,Campylobacteriosis,5704,2.60204081632653,199,Wyoming,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Colorado,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Idaho,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Montana,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Nevada,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Oregon,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Utah,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Washington,45.4692368236121,31.448235124861
NORTHWEST,2016,Cryptosporidiosis,1052,2.60204081632653,199,Wyoming,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Colorado,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Idaho,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Montana,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Nevada,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Oregon,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Utah,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Washington,45.4692368236121,31.448235124861
NORTHWEST,2016,Lyme,161,2.60204081632653,199,Wyoming,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Colorado,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Idaho,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Montana,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Nevada,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Oregon,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Utah,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Washington,45.4692368236121,31.448235124861
NORTHWEST,2016,Dengue,59,2.60204081632653,199,Wyoming,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Colorado,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Idaho,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Montana,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Nevada,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Oregon,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Utah,45.4692368236121,31.448235124861
NORTHWEST,2016,Malaria,112,2.60204081632653,199,Washington,45.4692368236121,31.448235124861
